Date,Open,High,Low,Close,Adj Close,Volume
2016-12-05,79.309998,82.599998,79.199997,82.400002,79.200531,2083892
2016-12-06,82.519997,83.629997,81.970001,83.370003,80.132874,1560553
2016-12-07,84.080002,86.620003,84.059998,86.320000,82.968323,2508926
2016-12-08,87.000000,89.330002,86.650002,88.989998,85.534653,3308826
2016-12-09,88.400002,89.260002,87.660004,88.769997,85.323189,1870981
2016-12-12,88.500000,89.099998,87.330002,88.089996,84.669594,1398367
2016-12-13,88.250000,89.400002,88.099998,88.900002,85.448151,1401304
2016-12-14,89.919998,90.430000,89.040001,89.050003,85.592323,1973261
2016-12-15,89.000000,89.959999,86.730003,89.750000,86.265144,2336676
2016-12-16,89.750000,90.779999,89.290001,90.000000,86.505432,2550729
2016-12-19,89.610001,90.220001,89.099998,90.110001,86.611168,1132010
2016-12-20,89.010002,90.430000,88.660004,90.250000,86.745728,1760752
2016-12-21,90.000000,90.669998,89.900002,90.070000,86.572716,1009885
2016-12-22,89.730003,90.849998,89.440002,89.669998,86.188248,928293
2016-12-23,89.720001,90.330002,89.690002,89.959999,86.466988,665904
2016-12-27,89.959999,90.180000,89.459999,89.699997,86.217079,483756
2016-12-28,89.709999,90.209999,89.550003,89.849998,86.361259,554383
2016-12-29,89.010002,89.199997,88.040001,88.519997,85.082901,1068188
2016-12-30,88.419998,88.889999,87.510002,88.750000,85.303970,760809
2017-01-02,88.339996,90.269997,87.809998,89.980003,86.486214,774391
2017-01-03,90.500000,91.760002,90.489998,90.830002,87.303207,1514253
2017-01-04,91.019997,91.570000,89.300003,90.180000,86.678444,1224694
2017-01-05,89.500000,90.589996,89.480003,90.339996,86.832230,967699
2017-01-06,90.320000,90.699997,89.809998,90.510002,86.995636,969606
2017-01-09,90.790001,90.790001,89.309998,89.830002,86.342041,1413820
2017-01-10,89.839996,90.519997,88.989998,89.910004,86.418930,1252387
2017-01-11,89.690002,90.419998,89.099998,90.129997,86.630386,1438353
2017-01-12,89.900002,90.320000,86.760002,87.459999,84.064056,2233218
2017-01-13,88.129997,89.199997,87.220001,87.809998,84.400467,1908167
2017-01-16,86.000000,87.160004,85.500000,86.529999,83.170166,1384090
2017-01-17,86.199997,87.180000,85.190002,86.470001,83.112503,1480197
2017-01-18,86.650002,87.040001,86.180000,87.000000,83.621918,1077436
2017-01-19,86.900002,87.389999,86.419998,86.589996,83.227837,1368684
2017-01-20,86.580002,87.370003,86.080002,87.150002,83.766098,1646303
2017-01-23,86.510002,86.779999,85.980003,86.260002,82.910660,1184095
2017-01-24,86.389999,87.599998,86.389999,87.330002,83.939110,1069901
2017-01-25,87.879997,89.400002,87.830002,88.800003,85.352036,1745950
2017-01-26,89.760002,89.760002,87.879997,88.129997,84.708046,1295080
2017-01-27,87.989998,87.989998,87.089996,87.410004,84.016006,1340989
2017-01-30,87.050003,87.449997,85.940002,86.290001,82.939491,1538027
2017-01-31,86.269997,86.510002,84.169998,84.169998,80.901802,2052243
2017-02-01,84.830002,85.699997,84.230003,84.620003,81.334335,1352724
2017-02-02,84.110001,84.769997,83.650002,84.199997,80.930641,1294157
2017-02-03,84.430000,84.750000,83.989998,84.029999,80.767242,1084952
