Date,Open,High,Low,Close,Adj Close,Volume
2016-12-05,76.529999,78.550003,76.510002,77.309998,76.293190,2183434
2016-12-06,77.019997,77.230003,76.650002,77.129997,76.115555,2098718
2016-12-07,77.550003,78.290001,76.860001,78.139999,77.112274,2512318
2016-12-08,78.639999,79.739998,78.040001,79.410004,78.365578,3082021
2016-12-09,79.370003,80.379997,79.320000,79.870003,78.819527,2435961
2016-12-12,80.040001,80.290001,79.300003,79.559998,78.513596,2187893
2016-12-13,79.269997,80.790001,79.209999,80.610001,79.549789,2232243
2016-12-14,80.199997,80.699997,80.099998,80.400002,79.342552,2011865
2016-12-15,80.839996,81.550003,80.320000,81.440002,80.368874,3858047
2016-12-16,81.580002,82.300003,80.870003,81.430000,80.359001,5265239
2016-12-19,81.800003,82.190002,81.449997,82.190002,81.109009,1756240
2016-12-20,82.190002,82.809998,81.570000,82.690002,81.602432,2137812
2016-12-21,82.510002,83.160004,82.290001,82.510002,81.424797,1536053
2016-12-22,82.470001,82.470001,81.790001,82.300003,81.217567,1356898
2016-12-23,82.180000,82.339996,81.480003,82.010002,80.931374,1005957
2016-12-27,82.010002,82.449997,81.910004,82.349998,81.266899,652247
2016-12-28,82.150002,82.800003,82.110001,82.720001,81.632034,1102669
2016-12-29,82.410004,82.910004,82.230003,82.699997,81.612297,865107
2016-12-30,82.949997,82.949997,82.430000,82.809998,81.720848,1443820
2017-01-02,81.989998,83.570000,81.680000,83.540001,82.441254,1121699
2017-01-03,83.739998,83.739998,82.730003,82.889999,81.799797,1801855
2017-01-04,82.980003,83.260002,81.720001,82.430000,81.345848,2067356
2017-01-05,82.230003,82.690002,81.849998,82.690002,81.602432,1617422
2017-01-06,82.699997,83.660004,82.489998,83.660004,82.559677,1890644
2017-01-09,84.389999,84.629997,83.610001,84.339996,83.230728,2393595
2017-01-10,84.529999,84.650002,84.000000,84.000000,82.895203,1917100
2017-01-11,84.000000,84.449997,83.129997,83.949997,82.845856,1909354
2017-01-12,83.419998,83.879997,83.150002,83.580002,82.480728,1660287
2017-01-13,84.150002,84.199997,83.470001,84.180000,83.072838,1406227
2017-01-16,83.720001,84.290001,83.349998,83.730003,82.628754,1099899
2017-01-17,83.620003,83.930000,83.010002,83.470001,82.372177,1578494
2017-01-18,84.309998,84.400002,83.070000,83.599998,82.500458,1826093
2017-01-19,84.709999,84.910004,83.360001,83.989998,82.885330,2178360
2017-01-20,83.940002,84.000000,83.300003,83.800003,82.697838,3038209
2017-01-23,83.250000,83.930000,82.699997,82.870003,81.780067,1849358
2017-01-24,82.330002,83.830002,81.919998,83.459999,82.362305,2709377
2017-01-25,84.019997,84.809998,83.879997,84.660004,83.546524,2687571
2017-01-26,85.000000,85.209999,84.540001,85.019997,83.901779,1966701
2017-01-27,85.000000,85.400002,84.709999,85.230003,84.109024,1636673
2017-01-30,84.989998,85.440002,84.860001,85.139999,84.020210,1815240
2017-01-31,85.050003,85.519997,84.529999,84.629997,83.516914,2460058
2017-02-01,85.000000,85.150002,83.849998,84.099998,82.993881,2332014
2017-02-02,84.029999,85.830002,83.980003,85.400002,84.276787,2535752
2017-02-03,85.260002,86.120003,85.059998,85.480003,84.355736,1791065
2017-02-06,85.660004,85.870003,84.580002,84.769997,83.655067,2418074
2017-02-07,85.029999,85.830002,84.870003,85.400002,84.276787,1563609
2017-02-08,85.669998,86.150002,85.129997,85.970001,84.839294,2341062
2017-02-09,86.129997,86.370003,85.620003,86.279999,85.145210,1597555
2017-02-10,86.459999,86.699997,86.099998,86.279999,85.145210,1838615
2017-02-13,86.250000,87.570000,86.250000,87.379997,86.230743,1654276
2017-02-14,87.349998,87.410004,86.959999,87.300003,86.151802,1428333
2017-02-15,87.589996,87.589996,86.379997,87.169998,86.023506,1396309
2017-02-16,86.970001,87.570000,86.699997,86.930000,85.786667,1456154
2017-02-17,86.660004,87.029999,86.330002,86.889999,85.747192,1834661
2017-02-20,87.440002,87.500000,86.849998,87.099998,85.954430,1143729
2017-02-21,87.160004,88.370003,86.900002,88.169998,87.010353,2016614
